accuracy,precision,recall,f1,roc_auc,actual_delayed_rate,predicted_delayed_rate,tn,fp,fn,tp,model,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,best_f1_predicted_delayed_rate,balanced_rate_threshold,balanced_rate_precision,balanced_rate_recall,balanced_rate_f1,balanced_rate_predicted_delayed_rate
0.558400675039756,0.558400675039756,1.0,0.7166329994377225,,0.558400675039756,1.0,0,81642,0,103236,majority_baseline,,,,,,,,,,
0.611543828903385,0.6126379338777793,0.8276570188693867,0.7040975670052121,0.6450765054169671,0.558400675039756,0.7543839721329741,27617,54025,17792,85444,logistic_regression,0.4,0.7235076513445778,0.5792827478550584,0.9633558061141462,0.9286286091368362,0.6,0.6486043171053654,0.6473226393893603,0.647962844454787,0.5572972446694577
0.6055506874803924,0.6011465792828207,0.8725057150606378,0.7118420376729244,0.6318057235840177,0.558400675039756,0.8104641980116617,21879,59763,13162,90074,random_forest,0.4,0.721439053989219,0.5673424773065229,0.9904587546979736,0.9748482783240839,0.6,0.6454291885997105,0.5962261226703863,0.6198527708683699,0.5158320622248185
