accuracy,precision,recall,f1,roc_auc,actual_delayed_rate,predicted_delayed_rate,tn,fp,fn,tp,model,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,best_f1_predicted_delayed_rate,balanced_rate_threshold,balanced_rate_precision,balanced_rate_recall,balanced_rate_f1,balanced_rate_predicted_delayed_rate
0.7357176083687621,0.0,0.0,0.0,,0.2642823916312379,0.0,136018,0,48860,0,majority_baseline,,,,,,,,,,
0.3952714763249278,0.2825977327521294,0.8372492836676217,0.42256620028200004,0.6048532260065962,0.2642823916312379,0.7829866182022739,32169,103849,7952,40908,logistic_regression,0.3,0.4307924934368593,0.27851479566745435,0.9504502660663119,0.9018812406019104,0.9,0.3693089813594427,0.401432664756447,0.38470138275963517,0.28727052434578476
0.3395157887904456,0.28297750045923475,0.9773843634875153,0.43888631047840493,0.6429479562903918,0.2642823916312379,0.9128127738292279,15014,121004,1105,47755,random_forest,0.7,0.44892405106569205,0.3370814207818613,0.6718379042161277,0.5267419595625223,0.8,0.5070476678626346,0.24295947605403193,0.32850896612796104,0.12663486190893455
