accuracy,precision,recall,f1,roc_auc,actual_delayed_rate,predicted_delayed_rate,tn,fp,fn,tp,model,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,best_f1_predicted_delayed_rate,balanced_rate_threshold,balanced_rate_precision,balanced_rate_recall,balanced_rate_f1,balanced_rate_predicted_delayed_rate
0.5361211177100574,0.5361211177100574,1.0,0.6980193313262557,,0.5361211177100574,1.0,0,85761,0,99117,majority_baseline,,,,,,,,,,
0.5841690195696622,0.5687326538055001,0.9282867721985129,0.7053308598062064,0.6488120817749943,0.5361211177100574,0.8750581464533368,15991,69770,7108,92009,logistic_regression,0.4,0.7079621923715126,0.5571635394950197,0.9706811142387279,0.9340213546230487,0.8,0.6193789287057433,0.6978722116286813,0.6562869138262293,0.6040632200694512
0.5891128203463906,0.5696192635446798,0.9556181078926925,0.713775433308214,0.6879043050284428,0.5361211177100574,0.8994201581583531,14196,71565,4399,94718,random_forest,0.5,0.713775433308214,0.5696192635446798,0.9556181078926925,0.8994201581583531,0.7,0.6643742744822608,0.6871374234490552,0.6755641521598968,0.5544899879920813
